NAME,AXL+SIGLEC6+ dendritic cell,Acinar cell,Adenocarcinoma stem-like cell,Adipocyte,Adipocyte progenitor cell,Alpha cell (α cell),Alveolar cell Type 1,Alveolar cell Type 2,Alveolar epithelial cell Type 2,Alveolar macrophage,Alveolar type II (ATII) cell,Astrocyte,B cell,Basal cell,Basophil,Beta cell(β cell),Brush cell (Tuft cell),CD14+ monocyte,CD141+CLEC9A+ dendritic cell,CD1C+_A dendritic cell,CD1C+_B dendritic cell,CD1C-CD141- dendritic cell,CD4+ T cell,CD8+ T cell,Cancer cell,Cancer stem cell,Cancer-associated fibroblast,Capillary cell,Cardiomyocyte,Cholangiocyte,Ciliated cell,Ciliated epithelial cell,Circulating fetal cell,Classical monocyte,Club cell (Clara cell),Connecting tubular cell,Conventional dendritic cell 2b(cDC2b),Cytotoxic CD4+ T cell,Cytotoxic T cell,DCLK1+ progenitor cell,Dendritic cell,Descending thin limb of LOH cell,Ductal cell,Effector CD8+ memory T (Tem) cell,Embryonic stem cell,Endothelial cell,Enterocyte progenitor cell,Enteroendocrine cell,Eosinophil,Epiblast cell,Epithelial cell,Epithelial progenitor cell,Epithelial-mesenchymal cell,Excitatory neuron,Exhausted CD4+ T cell,Exhausted CD8+ T cell,Exhausted T(Tex) cell,FGFR1HighNME5- epithelial cell,Fibroblast,Fibrocartilage chondrocyte,Follicular B cell,Germinal center B cell,Glial cell,Glomerular endothelial cell,Goblet cell,Gonadal endothelial cell,Gonadal mitotic phase fetal germ cell,Granulocyte-monocyte progenitor,Granulosa cell,Hematopoietic cell,Hematopoietic progenitor cell,Hematopoietic stem cell,Hepatic stellate cell,Hepatocyte,Homeostatic chondrocyte,Idiopathic pulmonary fibrosis myofibroblast,Immature B cell,Immature dendritic cell,Immune cell,Interneuron,Interstitial cell,Ionocyte cell,LGR5+ stem cell,Lake et al.Science.Ex4,Lake et al.Science.Ex6,Lake et al.Science.Ex8,Leukocyte,Leydig precursor cell,Limbal stem cell,Liver bud hepatic cell,Luminal cell,Luminal epithelial cell,Luminal progenitor cell,Lung epithelial cell,Lymphatic endothelial cell,Lymphocyte,Lymphoid cell,Lymphoid-primed multipotent progenitor cell(LMPP),M1 macrophage,M2 macrophage,MKI67+ progenitor cell,Macrophage,Mast cell,Megakaryocyte,Meiotic prophase fetal germ cell,Melanocyte,Memory B cell,Memory CD4+ T cell,Memory CD8+ T cell,Memory T cell,Mesangial cell,Mesenchymal cell,Mesenchymal stem cell,Mesenchymal stromal cell,Mesothelial cell,Microglial cell,Mitotic arrest phase fetal germ cell,Mitotic fetal germ cell,Monocyte-derived macrophage,Mononuclear phagocyte,Morula cell (Blastomere),Mucosal-associated invariant T cell,Multilymphoid progenitor cell,Mural cell,Myeloid cell,Myeloid dendritic cell,Myeloid derived suppressor cell (MDSC),Myoblast,Myofibroblast,Naive B cell,Naive CD4+ T cell,Naive CD8+ T cell,Natural killer T(NKT) cell,Natural killer cell,Natural regulatory T cell,Nephron epithelial cell,Nephron progenitor cell,Neural progenitor cell,Neural stem cell,Neuroendocrine cell,Neuron,Neutrophil,Oligodendrocyte,Oligodendrocyte precursor cell,Oligodendrocyte progenitor cell,Oocyte,Oogenesis phase fetal germ cell,Osteoblast,Osteocyte,PROCR+ progenitor cell,Pan-endothelial cell,Pancreatic polypeptide cell,Paneth cell,Pelvic epithelial cell,Pericyte,disease_ontology_label
adjpvalog.V67,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.410811789,0.063258426,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.485599961,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.207394487,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.247765219,-0.000144262,-0.000144262,-0.000144262,0.005637511,-0.000144262,-0.000144262,-0.000144262,0.937601936,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.610212946,0.677841092,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.504100214,-0.000144262,-0.000144262,1.028851948,-0.000144262,0.00129901,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.03785821,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.836243667,-0.000144262,0.076888861,-0.000144262,-0.000144262,2.402778732,-0.000144262,-0.000144262,-0.000144262,0.012897465,-0.000144262,-0.000144262,0.923851403,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.046772016,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.402778732,-0.000144262,1.861971955,COVID-19
adjpvalog.V68,0.005637511,0.907521913,0.40908665,3.170069278,2.765130848,0.024589921,-0.000144262,-0.000144262,-0.000144262,3.08191913,-0.000144262,0.023123171,-0.000144262,1.002599191,-0.000144262,0.20572971,0.04826302,0.823421906,0.002743728,-0.000144262,1.339710249,0.123276793,0.033421874,2.18376895,0.009989098,0.164722657,1.993666066,1.161330549,3.022097333,-0.000144262,-0.000144262,1.74613172,0.04826302,0.923851403,-0.000144262,-0.000144262,0.314553165,0.880710232,-0.000144262,2.372579931,1.477542442,-0.000144262,-0.000144262,0.477743332,0.270381975,0.004189894,0.805660751,-0.000144262,-0.000144262,-0.000144262,0.234295535,-0.000144262,0.347215245,-0.000144262,-0.000144262,-0.000144262,-0.000144262,3.79385693,1.795358434,0.082988416,2.380070576,-0.000144262,1.437916357,3.660178495,0.195781193,0.00853711,-0.000144262,0.109203134,-0.000144262,-0.000144262,-0.000144262,1.6845497,2.633971601,6.254289378,0.00853711,0.965502536,-0.000144262,-0.000144262,2.616171313,0.007086582,1.555969089,0.00129901,-0.000144262,-0.000144262,-0.000144262,1.244343266,-0.000144262,0.00129901,-0.000144262,0.033421874,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.271600541,-0.000144262,1.113723005,2.794857759,1.607792501,0.788115598,0.675534994,0.321747769,1.372953541,0.00129901,1.217255964,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.271948892,0.973979029,0.393842075,0.447918089,2.395169563,-0.000144262,0.00129901,-0.000144262,2.457197173,0.007086582,0.00129901,-0.000144262,0.009989098,1.493702735,2.465141549,-0.000144262,0.756087241,-0.000144262,1.775465737,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.589876022,-0.000144262,-0.000144262,-0.000144262,0.117004878,0.818324939,-0.000144262,1.113723005,1.03179863,-0.000144262,2.804904423,0.225834948,-0.000144262,0.028999139,3.488430758,1.970865196,3.144329166,-0.000144262,-0.000144262,1.293005384,1.339710249,1.867225767,COVID-19
adjpvalog.V69,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.00129901,-0.000144262,2.088653556,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.410428246,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.475735685,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.424494032,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.616171313,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.002743728,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.321206928,2.497363883,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.012897465,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.970865196,-0.000144262,-0.000144262,Control
adjpvalog.V70,0.227523101,1.861971955,-0.000144262,-0.000144262,-0.000144262,-0.000144262,13.28771238,13.28771238,-0.000144262,-0.000144262,13.28771238,-0.000144262,-0.000144262,1.110604338,-0.000144262,0.249650759,0.002743728,-0.000144262,0.004189894,-0.000144262,1.457593354,0.007086582,0.002743728,1.741300184,0.043794624,0.51230786,1.275437035,-0.000144262,-0.000144262,1.909959585,-0.000144262,0.339892834,0.024589921,-0.000144262,1.119980638,0.148640726,-0.000144262,0.117004878,-0.000144262,1.629947344,1.770535127,-0.000144262,1.835986111,0.174458573,0.214072869,0.004189894,1.607792501,4.181803871,-0.000144262,0.95148479,1.904548119,1.049606242,-0.000144262,1.493702735,-0.000144262,-0.000144262,-0.000144262,0.891375185,0.902119566,0.00129901,-0.000144262,-0.000144262,1.568751468,-0.000144262,2.581216361,0.00129901,-0.000144262,0.098351089,-0.000144262,1.410811789,-0.000144262,0.489848242,-0.000144262,5.710283552,0.00129901,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.042308229,-0.000144262,0.00129901,6.254289378,0.907521913,2.223643299,1.670704152,-0.000144262,-0.000144262,-0.000144262,0.00853711,2.119667111,1.835986111,-0.000144262,-0.000144262,-0.000144262,1.6845497,2.257735033,0.127998689,2.016833084,1.573037552,0.962688069,0.229213231,0.156659283,-0.000144262,0.005637511,-0.000144262,-0.000144262,0.639130096,2.522011892,-0.000144262,-0.000144262,0.361972515,0.32355204,-0.000144262,1.406980944,-0.000144262,0.01435385,-0.000144262,0.859613968,-0.000144262,-0.000144262,-0.000144262,0.06024685,-0.000144262,1.380446131,-0.000144262,-0.000144262,-0.000144262,1.530739153,-0.000144262,-0.000144262,0.03785821,-0.000144262,2.21692057,-0.000144262,-0.000144262,-0.000144262,0.03785821,0.356420834,0.004189894,0.948697511,0.83110128,-0.000144262,-0.000144262,0.155052002,0.069300504,0.004189894,-0.000144262,-0.000144262,-0.000144262,0.134318686,-0.000144262,2.203568369,-0.000144262,-0.000144262,COVID-19
adjpvalog.V71,0.00129901,0.52470755,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,3.409661467,-0.000144262,-0.000144262,-0.000144262,0.584025054,-0.000144262,-0.000144262,0.007086582,1.800374764,0.004189894,0.043794624,0.287888501,0.012897465,0.002743728,1.652447723,0.01435385,0.045282552,-0.000144262,0.412923097,-0.000144262,-0.000144262,0.027527902,1.861971955,0.002743728,0.632405278,-0.000144262,-0.000144262,0.277359114,0.117004878,2.679457558,0.712882364,1.883102982,-0.000144262,-0.000144262,0.031946122,-0.000144262,-0.000144262,1.698529413,-0.000144262,0.670933826,-0.000144262,1.244343266,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.258080052,0.279108684,-0.000144262,2.418118536,-0.000144262,1.577336408,2.138600389,-0.000144262,-0.000144262,-0.000144262,0.023123171,-0.000144262,1.278933631,-0.000144262,-0.000144262,-0.000144262,3.919205918,-0.000144262,-0.000144262,2.651994259,-0.000144262,2.564051435,-0.000144262,-0.000144262,0.00129901,-0.000144262,-0.000144262,-0.000144262,1.643405418,2.538680998,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.088653556,2.975964065,0.83882175,0.645886408,0.495938999,-0.000144262,0.005637511,2.285600603,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.691755636,0.112318771,0.104542259,0.034899138,-0.000144262,-0.000144262,0.017271039,-0.000144262,0.096807439,0.052745299,0.00129901,-0.000144262,0.113879116,-0.000144262,1.625489074,3.144329166,-0.000144262,-0.000144262,0.739131261,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.485599961,0.040823363,-0.000144262,-0.000144262,0.009989098,-0.000144262,0.005637511,0.878056266,0.621266441,-0.000144262,-0.000144262,0.046772016,-0.000144262,0.036377915,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.082530053,-0.000144262,1.244343266,COVID-19
adjpvalog.V72,0.004189894,0.457791486,0.011442549,2.132261648,2.244001516,0.139076919,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.584025054,-0.000144262,0.127998689,0.027527902,-0.000144262,0.012897465,2.365127977,1.19066788,0.009989098,-0.000144262,1.339710249,0.063258426,0.537214737,1.722134243,-0.000144262,2.81502154,-0.000144262,-0.000144262,0.790609023,0.021657911,1.760724174,-0.000144262,-0.000144262,-0.000144262,0.411003598,-0.000144262,2.343000319,2.190338611,4.319045586,-0.000144262,0.076888861,0.066276302,0.00129901,1.872498781,2.005203073,-0.000144262,0.912944565,0.768321838,-0.000144262,0.246224336,1.555969089,-0.000144262,-0.000144262,1.289474558,1.872498781,1.477542442,0.027527902,1.184096723,-0.000144262,1.760724174,1.867225767,-0.000144262,0.005637511,-0.000144262,0.067787611,-0.000144262,-0.000144262,4.604717796,1.391758487,3.094187019,-0.000144262,-0.000144262,0.670933826,-0.000144262,-0.000144262,2.465141549,0.005637511,0.625711661,0.005637511,2.564051435,3.08191913,1.372953541,3.876201392,-0.000144262,-0.000144262,0.590527596,0.01435385,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.157785446,-0.000144262,1.39554907,2.0344558,2.794857759,0.756087241,0.354575011,0.101443353,-0.000144262,0.00853711,0.682464378,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.406980944,0.778184772,0.222464558,0.106094211,0.345381155,-0.000144262,0.01435385,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.629947344,0.026058164,-0.000144262,1.430120094,-0.000144262,-0.000144262,-0.000144262,1.775465737,-0.000144262,0.25308534,0.011442549,-0.000144262,1.441830345,-0.000144262,-0.000144262,0.518494383,0.113879116,0.401444227,0.007086582,0.923851403,0.904818211,-0.000144262,2.230397502,0.096807439,0.027527902,0.00853711,0.625711661,1.213905532,2.625044004,-0.000144262,2.473129914,1.915391425,-0.000144262,2.119667111,COVID-19
adjpvalog.V73,0.090649304,-0.000144262,-0.000144262,-0.000144262,0.828536944,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.004189894,-0.000144262,0.440067736,-0.000144262,-0.000144262,0.027527902,-0.000144262,0.011442549,-0.000144262,1.84632435,0.00129901,-0.000144262,1.741300184,0.106094211,0.005637511,0.780661077,0.093725086,2.449296304,-0.000144262,-0.000144262,1.712645915,0.042308229,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.463748121,-0.000144262,1.177555361,-0.000144262,1.493702735,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.028557611,5.566613191,-0.000144262,0.382513434,0.741541377,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.888434455,1.197269104,0.021657911,-0.000144262,-0.000144262,1.999423037,-0.000144262,-0.000144262,0.007086582,-0.000144262,-0.000144262,-0.000144262,-0.000144262,5.054092703,1.076736702,2.380070576,5.316168826,-0.000144262,0.652674508,-0.000144262,-0.000144262,-0.000144262,0.03785821,-0.000144262,0.066276302,-0.000144262,-0.000144262,1.84114597,4.752437003,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.643405418,-0.000144262,1.154891373,0.727140708,0.438111805,0.627939418,0.332607399,0.011442549,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.755843604,0.180985878,0.533033616,0.520562467,0.891375185,-0.000144262,0.012897465,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.011442549,4.503077534,1.942861696,-0.000144262,-0.000144262,-0.000144262,1.289474558,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.6964238,-0.000144262,0.039340025,0.045282552,0.027527902,1.158107368,1.116848429,-0.000144262,-0.000144262,0.079935415,0.078411334,0.124849042,-0.000144262,-0.000144262,-0.000144262,0.005637511,1.325177816,2.244001516,-0.000144262,2.402778732,COVID-19
adjpvalog.V74,0.01435385,0.94036784,-0.000144262,0.768321838,1.741300184,0.189186758,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.020194138,0.00129901,1.058593159,-0.000144262,0.785626476,0.028999139,-0.000144262,0.04826302,1.679919738,2.244001516,0.126423006,0.002743728,2.357714317,0.023123171,0.018731848,1.079782934,0.502055578,2.210229023,-0.000144262,-0.000144262,0.904818211,0.184260638,1.410811789,-0.000144262,-0.000144262,-0.000144262,1.005492684,-0.000144262,1.883102982,2.016833084,3.425075022,-0.000144262,0.601430724,0.328978432,-0.000144262,3.678533641,-0.000144262,-0.000144262,-0.000144262,1.076736702,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.84632435,0.80818471,1.55173334,0.023123171,2.157785446,-0.000144262,1.049606242,-0.000144262,0.195781193,0.030471878,0.00129901,0.015811707,-0.000144262,-0.000144262,-0.000144262,0.680150883,2.151362038,6.04930764,0.012897465,-0.000144262,-0.000144262,-0.000144262,2.250851933,-0.000144262,0.937601936,0.00129901,-0.000144262,-0.000144262,1.731685387,0.291415443,-0.000144262,-0.000144262,-0.000144262,0.046772016,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.670244914,-0.000144262,0.708160727,2.09480316,2.953439094,1.037710112,0.741541377,0.232599444,-0.000144262,0.011442549,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.043645915,0.361972515,0.121706257,0.107647835,0.83110128,-0.000144262,0.045282552,-0.000144262,-0.000144262,-0.000144262,0.00129901,-0.000144262,0.049755566,-0.000144262,2.10097909,-0.000144262,0.727140708,-0.000144262,1.161330549,-0.000144262,-0.000144262,0.011442549,-0.000144262,2.581216361,-0.000144262,-0.000144262,0.367545642,0.099896392,0.773244877,0.063258426,0.83882175,1.361787115,-0.000144262,2.250851933,0.093725086,0.058743416,0.061751852,1.6845497,-0.000144262,1.820616346,-0.000144262,-0.000144262,2.357714317,-0.000144262,1.361787115,COVID-19
adjpvalog.V75,0.01435385,1.237523612,-0.000144262,3.196276993,-0.000144262,0.049755566,-0.000144262,-0.000144262,-0.000144262,6.148161027,-0.000144262,0.007086582,0.00129901,0.918387677,-0.000144262,0.043794624,0.005637511,3.624154275,0.018731848,-0.000144262,1.594661084,0.089113868,0.090649304,2.418118536,0.004189894,0.078411334,0.442026324,0.97965782,2.18376895,-0.000144262,-0.000144262,0.040823363,0.197434523,1.830844641,-0.000144262,-0.000144262,0.72953086,0.481767028,2.81502154,1.088960414,2.164237581,-0.000144262,-0.000144262,0.632405278,0.007086582,0.004189894,2.372579931,-0.000144262,2.625044004,-0.000144262,0.463748121,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.918387677,0.971147994,0.026058164,2.387600317,-0.000144262,2.465141549,-0.000144262,0.01435385,0.015811707,-0.000144262,0.095265439,-0.000144262,2.257735033,-0.000144262,-0.000144262,-0.000144262,5.566613191,0.00129901,-0.000144262,2.81502154,-0.000144262,2.707453812,-0.000144262,-0.000144262,0.002743728,-0.000144262,-0.000144262,-0.000144262,2.380070576,2.804904423,-0.000144262,0.588356824,0.021657911,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.380070576,2.707453812,-0.000144262,3.409661467,2.877261028,0.929335899,0.968322504,0.214072869,0.864859184,-0.000144262,0.341719955,-0.000144262,1.148480809,2.642954787,1.104387155,-0.000144262,0.541408012,0.332607399,0.34905167,-0.000144262,-0.000144262,0.00129901,-0.000144262,1.805408597,0.258252592,0.00129901,-0.000144262,0.03785821,-0.000144262,3.250165426,3.589007713,0.810713093,-0.000144262,1.339710249,-0.000144262,0.219102023,0.031946122,2.21692057,2.598587975,0.227523101,1.465539918,-0.000144262,0.039340025,0.664059471,0.005637511,1.240929409,1.310790312,-0.000144262,-0.000144262,0.067787611,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.81502154,-0.000144262,1.406980944,Control
adjpvalog.V76,0.004189894,0.407172245,0.098351089,1.207227922,1.867225767,0.182622329,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.614624187,0.164722657,1.088960414,0.007086582,-0.000144262,0.064766575,1.020047842,0.461759842,0.002743728,-0.000144262,1.703219583,0.043794624,0.063258426,1.469529675,0.167960667,2.726424434,-0.000144262,-0.000144262,2.170718702,0.002743728,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.155052002,-0.000144262,2.357714317,1.899156876,1.477542442,-0.000144262,0.194129757,0.067787611,-0.000144262,1.372953541,4.874084451,-0.000144262,-0.000144262,1.132577925,-0.000144262,0.054242492,2.170718702,-0.000144262,-0.000144262,0.657217718,1.573037552,1.365499662,0.024589921,2.157785446,-0.000144262,-0.000144262,3.157141817,-0.000144262,0.00129901,-0.000144262,0.004189894,-0.000144262,-0.000144262,-0.000144262,1.234125836,2.09480316,3.320486121,0.00129901,0.52263352,-0.000144262,-0.000144262,2.53032237,0.040823363,0.712882364,0.002743728,4.604717796,0.948697511,3.144329166,2.755356454,-0.000144262,-0.000144262,-0.000144262,0.004189894,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.350338559,-0.000144262,1.795358434,1.712645915,0.773244877,0.6964238,0.112318771,0.334425312,-0.000144262,0.00129901,0.923851403,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.751222306,0.229213231,0.174458573,0.176087633,0.645886408,-0.000144262,0.00853711,-0.000144262,0.109203134,-0.000144262,-0.000144262,-0.000144262,0.01435385,-0.000144262,1.278933631,-0.000144262,-0.000144262,-0.000144262,1.116848429,-0.000144262,0.303828087,-0.000144262,-0.000144262,2.21692057,-0.000144262,-0.000144262,0.210729814,0.039340025,0.234295535,0.00129901,1.025911272,0.687102527,-0.000144262,2.920297628,0.143850898,0.040823363,0.00853711,1.835986111,-0.000144262,2.633971601,-0.000144262,1.213905532,1.736484776,-0.000144262,1.625489074,COVID-19
adjpvalog.V77,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.481767028,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.438111805,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.24280603,-0.000144262,-0.000144262,-0.000144262,0.002743728,1.856737207,0.033421874,0.017271039,0.36568554,-0.000144262,2.909417524,-0.000144262,0.005637511,2.909417524,0.00129901,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.510046099,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.018731848,-0.000144262,2.244001516,5.566613191,-0.000144262,0.095265439,0.957075555,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.830844641,0.187542848,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.282614201,-0.000144262,0.015811707,-0.000144262,0.164722657,-0.000144262,-0.000144262,5.566613191,1.361787115,2.328434874,-0.000144262,-0.000144262,0.039340025,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.002743728,-0.000144262,-0.000144262,2.931260409,2.866699524,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.197269104,1.289474558,1.982220587,0.731924977,0.023123171,0.36568554,-0.000144262,0.012897465,1.675304586,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.046772016,0.172831351,-0.000144262,-0.000144262,-0.000144262,0.01435385,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,0.081461107,-0.000144262,1.107492397,-0.000144262,-0.000144262,-0.000144262,0.800626039,-0.000144262,-0.000144262,-0.000144262,-0.000144262,2.257735033,-0.000144262,-0.000144262,-0.000144262,0.086047891,0.151842803,-0.000144262,0.918387677,0.588356824,-0.000144262,-0.000144262,0.020194138,-0.000144262,0.033421874,-0.000144262,-0.000144262,-0.000144262,-0.000144262,-0.000144262,1.489645659,-0.000144262,1.365499662,Control
